model,model_name,input_shape,backend,precision,stage,op_group,op_type,execution_domain,pdpu_candidate,tokens,channels,embedding_dim,input_bytes,output_bytes,weight_bytes,output_elements,kernel_elements,groups,in_channels_actual,out_channels_actual,estimated_macs,nonlinear_ops,estimated_latency_share,estimated_energy_share,layer_name,module_type,trace_source,evidence_label
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,294912,294912,0,73728,1,1,0,0,0,73728,8.0000,8.0000,stages.2.1.transformer.0.mlp.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,294912,294912,0,73728,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.0.mlp.drop1,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,294912,294912,0,73728,1,1,0,0,0,73728,8.0000,8.0000,stages.2.1.transformer.0.mlp.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,128,128,294912,147456,33024,36864,1,1,128,64,4718592,0,2.2465,2.2465,stages.2.1.transformer.0.mlp.fc2,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.0.mlp.drop2,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.0.ls2,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.0.drop_path2,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,128,128,147456,147456,512,36864,1,1,0,0,0,36864,8.0000,8.0000,stages.2.1.transformer.1.norm1,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,qkv_projection,Linear,PDPU-candidate linear/MVM,yes,196,128,128,147456,442368,49920,110592,1,1,64,192,7077888,0,3.3698,3.3698,stages.2.1.transformer.1.attn.qkv,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,36864,8.0000,8.0000,stages.2.1.transformer.1.attn.q_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,36864,8.0000,8.0000,stages.2.1.transformer.1.attn.k_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,36864,8.0000,8.0000,stages.2.1.transformer.1.attn.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_output_projection,Linear,PDPU-candidate linear/MVM,yes,196,128,128,147456,147456,16640,36864,1,1,64,64,2359296,0,1.1233,1.1233,stages.2.1.transformer.1.attn.proj,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.1.attn.proj_drop,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_score,QK^T,PDPU-extension candidate,extension,144,64,128,294912,1327104,0,331776,1,1,0,0,5308416,0,2.5273,2.5273,stages.2.1.transformer.1.attn.attention_score,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_value,Attention x V,PDPU-extension candidate,extension,144,64,128,1474560,147456,0,36864,1,1,0,0,5308416,0,2.5273,2.5273,stages.2.1.transformer.1.attn.attention_value,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.1.ls1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.1.drop_path1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,128,128,147456,147456,512,36864,1,1,0,0,0,36864,8.0000,8.0000,stages.2.1.transformer.1.norm2,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,128,128,147456,294912,33280,73728,1,1,64,128,4718592,0,2.2465,2.2465,stages.2.1.transformer.1.mlp.fc1,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,294912,294912,0,73728,1,1,0,0,0,73728,8.0000,8.0000,stages.2.1.transformer.1.mlp.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,294912,294912,0,73728,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.1.mlp.drop1,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,294912,294912,0,73728,1,1,0,0,0,73728,8.0000,8.0000,stages.2.1.transformer.1.mlp.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,128,128,294912,147456,33024,36864,1,1,128,64,4718592,0,2.2465,2.2465,stages.2.1.transformer.1.mlp.fc2,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.1.mlp.drop2,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.1.ls2,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,147456,147456,0,36864,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.transformer.1.drop_path2,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,128,128,147456,147456,512,36864,1,1,0,0,0,36864,8.0000,8.0000,stages.2.1.norm,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,147456,110592,12288,27648,1,1,64,48,1769472,0,0.8424,0.8424,stages.2.1.conv_proj.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,110592,110592,0,27648,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.conv_proj.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,110592,110592,0,27648,1,1,0,0,0,27648,8.0000,8.0000,stages.2.1.conv_proj.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,spatial_conv,Conv2d 3x3,PDPU-extension candidate,extension,196,128,128,221184,110592,165888,27648,9,1,96,48,23887872,0,11.3729,11.3729,stages.2.1.conv_fusion.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,110592,110592,0,27648,1,1,0,0,0,0,8.0000,8.0000,stages.2.1.conv_fusion.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,110592,110592,0,27648,1,1,0,0,0,27648,8.0000,8.0000,stages.2.1.conv_fusion.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,110592,221184,18432,55296,1,1,48,96,2654208,0,1.2637,1.2637,stages.3.0.conv1_1x1.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,0,8.0000,8.0000,stages.3.0.conv1_1x1.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,221184,221184,0,55296,1,1,0,0,0,55296,8.0000,8.0000,stages.3.0.conv1_1x1.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,depthwise_conv,Depthwise Conv2d 3x3,PDPU-extension candidate,extension,196,128,128,221184,55296,3456,13824,9,96,96,96,124416,0,0.0592,0.0592,stages.3.0.conv2_kxk.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,55296,55296,0,13824,1,1,0,0,0,0,8.0000,8.0000,stages.3.0.conv2_kxk.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,55296,55296,0,13824,1,1,0,0,0,13824,8.0000,8.0000,stages.3.0.conv2_kxk.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,55296,55296,0,13824,1,1,0,0,0,0,8.0000,8.0000,stages.3.0.conv2b_kxk,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,55296,55296,0,13824,1,1,0,0,0,0,8.0000,8.0000,stages.3.0.attn,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,55296,36864,24576,9216,1,1,96,64,884736,0,0.4212,0.4212,stages.3.0.conv3_1x1.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,36864,36864,0,9216,1,1,0,0,0,0,8.0000,8.0000,stages.3.0.conv3_1x1.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,36864,36864,0,9216,1,1,0,0,0,9216,8.0000,8.0000,stages.3.0.conv3_1x1.bn.act,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,36864,36864,0,9216,1,1,0,0,0,0,8.0000,8.0000,stages.3.0.attn_last,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,36864,36864,0,9216,1,1,0,0,0,0,8.0000,8.0000,stages.3.0.drop_path,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,36864,36864,0,9216,1,1,0,0,0,9216,8.0000,8.0000,stages.3.0.act,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,spatial_conv,Conv2d 3x3,PDPU-extension candidate,extension,196,128,128,36864,36864,147456,9216,9,1,64,64,5308416,0,2.5273,2.5273,stages.3.1.conv_kxk.conv,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,36864,36864,0,9216,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.conv_kxk.bn.drop,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,36864,36864,0,9216,1,1,0,0,0,9216,8.0000,8.0000,stages.3.1.conv_kxk.bn.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,pointwise_conv,Conv2d 1x1,PDPU-extension candidate,extension,196,128,128,36864,46080,20480,11520,1,1,64,80,737280,0,0.3510,0.3510,stages.3.1.conv_1x1,Conv2d,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,128,128,46080,46080,640,11520,1,1,0,0,0,11520,8.0000,8.0000,stages.3.1.transformer.0.norm1,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,qkv_projection,Linear,PDPU-candidate linear/MVM,yes,196,128,128,46080,138240,77760,34560,1,1,80,240,2764800,0,1.3163,1.3163,stages.3.1.transformer.0.attn.qkv,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,46080,46080,0,11520,1,1,0,0,0,11520,8.0000,8.0000,stages.3.1.transformer.0.attn.q_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,46080,46080,0,11520,1,1,0,0,0,11520,8.0000,8.0000,stages.3.1.transformer.0.attn.k_norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,46080,46080,0,11520,1,1,0,0,0,11520,8.0000,8.0000,stages.3.1.transformer.0.attn.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_output_projection,Linear,PDPU-candidate linear/MVM,yes,196,128,128,46080,46080,25920,11520,1,1,80,80,921600,0,0.4388,0.4388,stages.3.1.transformer.0.attn.proj,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,46080,46080,0,11520,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.0.attn.proj_drop,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_score,QK^T,PDPU-extension candidate,extension,36,80,128,92160,82944,0,20736,1,1,0,0,414720,0,0.1974,0.1974,stages.3.1.transformer.0.attn.attention_score,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,attention_value,Attention x V,PDPU-extension candidate,extension,36,80,128,129024,46080,0,11520,1,1,0,0,414720,0,0.1974,0.1974,stages.3.1.transformer.0.attn.attention_value,Attention(function-level inferred),torch_hooks_shape_inferred,"local attention-module shape-derived function-op estimate; extension scenario only, not measured HPAT execution"
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,46080,46080,0,11520,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.0.ls1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Identity,electronic remainder,no,196,128,128,46080,46080,0,11520,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.0.drop_path1,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,LayerNorm,electronic remainder,no,196,128,128,46080,46080,640,11520,1,1,0,0,0,11520,8.0000,8.0000,stages.3.1.transformer.0.norm2,LayerNorm,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,128,128,46080,92160,51840,23040,1,1,80,160,1843200,0,0.8775,0.8775,stages.3.1.transformer.0.mlp.fc1,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,SiLU,electronic remainder,no,196,128,128,92160,92160,0,23040,1,1,0,0,0,23040,8.0000,8.0000,stages.3.1.transformer.0.mlp.act,SiLU,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,92160,92160,0,23040,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.0.mlp.drop1,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,normalization_softmax_activation,Identity,electronic remainder,no,196,128,128,92160,92160,0,23040,1,1,0,0,0,23040,8.0000,8.0000,stages.3.1.transformer.0.mlp.norm,Identity,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,ffn_linear,Linear,PDPU-candidate linear/MVM,yes,196,128,128,92160,46080,51520,11520,1,1,160,80,1843200,0,0.8775,0.8775,stages.3.1.transformer.0.mlp.fc2,Linear,torch_hooks,local torch/timm hook trace; not edge evidence
MobileViT-XXS,mobilevit_xxs,1x3x192x192,mps,fp32,stages,control_residual,Dropout,electronic remainder,no,196,128,128,46080,46080,0,11520,1,1,0,0,0,0,8.0000,8.0000,stages.3.1.transformer.0.mlp.drop2,Dropout,torch_hooks,local torch/timm hook trace; not edge evidence
